ticker,rank,name,sector,ind,country,cur,P,mcap_usd,tracks,trackA_hits,trackB_hits,pe_ttm,pe_ntm,pe1,pe2,pe_norm,eps_norm,fpeg,peg2y,e_norm,rg1,rg2,ev_ebit_ttm,ev_ebit_norm,ev_ebit_hist_med,fcfy_norm,fcfy_ttm_sbc,roic,wacc,ke,rote_n,ptbv,om_ttm,om_avg,m_norm,cyc2,crit,v_bear,v_base,v_bull,v_pw,epv,mos,bear_dd,epv_ratio,growth_share,n_implied,dur_ev,n2,disp,rv1m_f2,rv3m_f2,r3m,r12m,nd_ebitda,sh_g,sbc_rev,A,B,C,D,E,F,G,H,total,grade,lens1,lens2,both,factor,excl,risk,dflag
HCKT,249.0,"The Hackett Group, Inc.",Technology,Information Technology Services,United States,USD,10.35,0.2575,A,"FCFy,EV/EBIT,vsHist,vsPeer",fPEG,7.1379,6.6536,7.1544,6.4958,9.1975,1.1253,0.6563,4.7933,0.0139,-0.0884,0.0357,8.8817,8.4102,14.2833,0.1031,0.055,0.2118,0.0989,0.114,,,0.128,0.1661,0.1352,중반,0,7.7237,11.0104,11.2077,10.238,9.6877,-0.0108,-0.2538,0.936,0.0537,0.0,4.0,3.0,0.0251,-0.043,-0.043,-0.0833,-0.4635,1.6426,-0.1164,0.0592,0,12,6.0,6,10,7,10,3,54.0,제외,True,False,False,,,,
SMCI,245.0,"Super Micro Computer, Inc.",Technology,Computer Hardware,United States,USD,41.44,29.2152,AB,"EV/EBIT,vsHist","fPEG,CAGR+PE",11.5754,9.0722,9.5536,7.7808,14.1675,2.925,0.3982,0.4294,0.2113,0.7185,0.1733,10.9925,10.9925,24.9498,0.0598,-0.2527,0.1411,0.1092,0.1261,,,0.0709,0.0816,0.0709,중반,1,26.362,44.1133,57.5682,43.0392,27.0406,0.0386,-0.3639,0.6525,0.3717,5.0,5.0,17.0,0.7011,0.0,0.4359,0.3529,-0.0956,0.4333,0.1338,0.0105,5,15,11.0,2,4,7,7,3,54.0,제외,False,True,False,,,희석/SBC 과다;매출채권·재고 급증,
PGNY,,"Progyny, Inc.",Healthcare,Healthcare Plans,United States,USD,25.83,2.1217,,vsHist,Rev>Px,13.0455,11.4494,12.3904,11.1347,25.229,1.0238,1.0153,1.0613,0.1079,0.0666,0.1002,17.0094,17.0094,32.4696,0.0363,0.0336,0.3521,0.0953,0.0958,,,0.0855,0.0482,0.0855,중반,1,13.5038,19.2884,22.988,18.7672,13.3488,-0.2734,-0.4772,0.5168,0.2887,10.0,7.0,9.0,0.1246,0.0207,0.0514,-0.094,0.2036,-1.8315,-0.0836,0.0818,0,8,15.0,11,0,7,10,3,54.0,제외,False,False,False,,,,
ADV,,Advantage Solutions Inc.,Communication Services,Advertising Agencies,United States,USD,33.54,0.4459,B,vsHist,"fPEG,CAGR+PE",,5.5275,18.7374,4.3786,,-7.4049,0.0169,,3.2793,0.0141,0.0127,60.0868,68.0476,108.3268,-0.071,0.1052,0.0145,0.0848,0.1395,,,0.0087,0.0076,0.0077,중반,1,0.0,39.9757,57.9459,34.4743,-87.341,0.0279,-1.0,-2.6041,3.5335,0.0,4.0,1.0,0.0,-0.1799,-0.1799,-0.2384,-0.14,6.1591,-0.0043,0.0064,5,15,6.0,5,10,7,6,0,54.0,제외,False,True,False,,가치함정: 컨센서스 급락,순부채/EBITDA>3x,
VOYA,,"Voya Financial, Inc.",Financial Services,Financial Conglomerates,United States,USD,97.37,8.8214,,NetCash,fPEG,11.9326,9.058,10.6901,8.571,13.1457,7.407,0.3664,0.6811,0.133,-0.0517,0.0494,-16.0686,-15.301,-17.097,0.0907,0.127,0.2,0.0835,0.1,0.2,2.9142,0.123,0.1265,,중반,0,53.4591,77.9612,90.6896,75.0178,66.8239,-0.2296,-0.451,0.6863,0.1092,,,11.0,0.0616,0.0032,0.0293,0.0684,0.2849,-25.0152,-0.0493,0.009,0,15,11.0,11,0,7,10,0,54.0,제외,False,True,False,,,,
APO,,"Apollo Global Management, Inc. ",Financial Services,Asset Management,United States,USD,124.36,73.4399,,NetCash,fPEG,14.3107,12.1906,14.1875,11.5837,10.9928,11.3128,0.5423,0.9245,0.1319,0.2123,0.1704,-19.5273,-19.5273,-17.4289,0.0866,,0.1338,0.1026,0.1116,0.1338,4.5834,0.2577,0.0357,,중반,1,26.0262,34.0917,38.9675,33.2942,32.5327,-0.7323,-0.7907,0.2616,0.0229,,,21.0,0.1088,0.0002,0.0051,0.0513,-0.0964,-28.4204,,0.0,0,12,13.0,9,0,7,10,3,54.0,제외,False,True,False,,,,
SEZL,251.0,Sezzle Inc.,Financial Services,Credit Services,United States,USD,106.89,3.5995,B,,"fPEG,CAGR+PE,Rev>Px",23.8594,17.0463,20.3213,16.0817,21.9265,4.8749,0.6466,0.4726,0.3607,0.3524,0.2434,18.1248,18.1248,13.9505,0.0433,0.0735,0.2,0.1295,0.1321,0.2,15.4504,0.3778,0.0031,,중반,2,8.3794,11.3044,49.614,20.1505,10.4743,-0.8115,-0.9216,0.098,0.4802,,,6.0,0.1294,0.0161,0.0273,-0.3733,0.2696,0.2094,-0.04,0.0135,0,12,11.0,12,0,7,9,3,54.0,제외,False,True,False,,,매출채권·재고 급증,
LIND,,Lindblad Expeditions Holdings I,Consumer Cyclical,Travel Services,United States,USD,27.23,1.7868,B,vsHist,"fPEG,Compress,Rev>Px",229.016,59.1068,150.5834,48.2075,151.0285,0.1803,0.2783,,2.1237,0.1334,0.1025,36.7636,36.7636,55.6136,0.0231,0.0565,0.3039,0.1177,0.1421,,,0.0699,-0.0325,0.0699,중반,2,0.686,4.6809,7.296,4.3359,0.6525,-0.8408,-0.9748,0.024,0.8495,26.0,7.0,1.0,0.0,0.2926,0.6858,-0.0791,1.1027,2.8285,0.1993,0.0097,0,15,10.5,12,0,7,6,3,53.5,제외,False,True,False,,데이터 이상: 자본잠식,희석/SBC 과다,자본잠식
KINS,,"Kingstone Companies, Inc",Financial Services,Insurance - Property & Casualty,United States,USD,18.57,0.2688,,NetCash,fPEG,,6.5568,7.0075,6.4034,8.2472,2.2517,0.695,,0.0943,,0.1585,2.326,2.5228,-0.2233,0.1132,0.3017,0.2,0.1019,0.1026,0.2,2.0894,0.1874,-0.0166,,정점 근접,2,13.86,20.0431,33.2681,21.8036,17.3249,0.1741,-0.2536,0.933,0.2054,,,1.0,0.0,-0.0333,0.0,0.0209,0.2455,-3.5079,0.0197,0.0083,11,15,3.5,10,4,0,10,0,53.5,제외,True,False,False,,정점 근접,,
NVS,,Novartis AG,Healthcare,Drug Manufacturers - General,Switzerland,USD,142.71,271.251,,,,16.4412,14.9131,16.129,14.5061,20.3105,7.0264,1.333,3.1948,0.0467,0.0188,0.0633,18.2771,18.2771,18.5944,0.0458,0.051,0.1754,0.0786,0.0826,,,0.3017,0.2245,0.3017,중반,0,72.127,132.634,157.9764,123.8428,75.6145,-0.1322,-0.4946,0.5298,0.3894,4.0,6.0,9.0,0.1474,-0.0035,-0.0096,-0.0817,0.1541,1.8426,-0.0235,0.0201,0,8,8.0,13,7,7,10,0,53.0,제외,False,False,False,,,,
FDS,266.0,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchanges,United States,USD,279.43,9.9381,A,"vsHist,vsPeer",,15.9219,14.1632,15.6698,14.1632,17.7814,15.7147,1.3314,1.8176,0.0779,0.0643,0.0585,15.5477,15.3871,24.8994,0.0515,0.0637,0.1809,0.0829,0.0874,,,0.2955,0.3043,0.2986,중반,0,159.9921,249.1565,291.3081,237.4033,168.8129,-0.1504,-0.4274,0.6041,0.2889,9.0,6.0,18.0,0.0583,0.0014,0.016,0.2058,-0.0354,1.3927,-0.0471,0.031,0,8,13.0,12,0,7,10,3,53.0,제외,False,False,False,,,,
PAYX,,"Paychex, Inc.",Technology,Software - Application,United States,USD,104.49,37.1964,,vsPeer,,18.5595,17.1318,17.5297,16.3262,21.4484,4.8717,2.324,2.2034,0.0778,0.0541,0.0552,16.204,15.9819,19.1635,0.0463,0.0598,0.265,0.0859,0.0903,,,0.3855,0.4047,0.3909,중반,0,51.4764,80.843,100.0623,78.3062,53.6368,-0.2506,-0.5074,0.5133,0.315,20.0,6.0,19.0,0.0641,0.0022,0.0039,0.0459,-0.185,1.1797,-0.0113,0.0148,0,8,13.0,12,0,7,10,3,53.0,제외,False,False,False,,,,
XYZ,261.0,"Block, Inc.",Technology,Software - Infrastructure,United States,USD,74.68,44.8674,AB,"vsHist,vsPeer","fPEG,CAGR+PE,Compress",24.4052,15.3102,18.4489,14.3985,18.5757,4.0203,0.5442,0.3194,0.2813,0.0774,0.1119,12.7113,12.7113,29.9656,0.0425,0.0597,0.1425,0.1209,0.1321,,,0.1249,0.0286,0.1249,중반,1,38.3051,47.072,50.4937,45.7357,41.7295,-0.3876,-0.4871,0.5588,0.0876,26.0,6.0,41.0,0.2757,0.0038,0.0443,-0.0403,0.0137,-1.457,-0.0417,0.048,0,12,13.0,9,0,7,9,3,53.0,제외,False,True,False,,,매출채권·재고 급증,
CSTM,256.0,Constellium SE,Basic Materials,Aluminum,France,USD,24.96,3.3828,A,"FCFy,EV/EBIT",Rev>Px,6.2178,7.9825,5.9899,9.1105,8.0233,3.1109,,0.2809,-0.3425,0.2592,0.0048,6.3179,7.9961,11.018,0.1159,0.0644,0.2031,0.0899,0.1128,,,0.085,0.0422,0.0672,중반,1,24.3558,19.2483,46.5505,27.3507,26.6099,0.0958,-0.0242,1.0661,0.0271,26.0,2.0,2.0,0.123,-0.0479,-0.0479,-0.2146,0.6282,1.5385,-0.0273,0.0,5,12,6.0,10,0,7,10,3,53.0,제외,True,False,False,,,,
TSEM,262.0,Tower Semiconductor Ltd.,Technology,Semiconductors,Israel,USD,230.5,26.0537,B,,"fPEG,Compress,Rev>Px",80.5944,39.1149,59.4063,34.7032,118.3207,1.9481,0.5495,0.5563,0.7031,0.2608,0.372,89.4579,95.401,19.9764,0.0064,0.0115,0.1345,0.1024,0.1026,,,0.1616,0.1501,0.1515,중반,1,30.0895,96.1886,220.853,110.8299,30.8804,-0.5192,-0.8695,0.134,0.7214,7.0,4.0,9.0,0.2705,0.0209,0.1576,-0.0777,2.365,-2.3123,0.0101,0.0,0,12,15.0,6,0,7,10,3,53.0,제외,False,True,False,,,,
MHO,255.0,"M/I Homes, Inc.",Consumer Cyclical,Residential Construction,United States,USD,137.77,3.4832,A,"FCFy,EV/EBIT",fPEG,11.4808,10.154,11.2996,9.7848,8.5462,16.1207,0.6559,,-0.0226,-0.0529,0.0409,8.4292,7.0391,5.6368,0.0869,0.0512,0.0974,0.1002,0.1144,,,0.1044,0.1522,0.125,중반,1,102.1843,149.9796,151.0195,138.2908,150.3971,0.0038,-0.2583,1.0917,-0.0875,0.0,4.0,4.0,0.3118,-0.0285,-0.0893,-0.1548,-0.0546,0.5786,-0.0443,0.0041,5,12,6.0,3,10,7,10,0,53.0,제외,True,False,False,,,,
HCSG,,"Healthcare Services Group, Inc.",Healthcare,Medical Care Facilities,United States,USD,21.25,1.4584,,,Rev>Px,12.3547,17.375,17.6783,17.2648,18.0311,1.1785,7.2544,0.7467,0.024,0.0426,0.0617,9.5597,13.5327,15.0386,0.0488,0.0941,0.3136,0.0998,0.1003,,,0.0736,0.0286,0.052,중반,0,14.0698,18.8062,27.3551,19.7593,14.1737,-0.0702,-0.3379,0.667,0.2827,11.0,5.0,7.0,0.26,0.0647,0.0647,-0.1259,0.2989,-0.9547,-0.0445,0.0061,0,8,13.0,12,0,7,10,3,53.0,제외,False,False,False,,,,
CSL,,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,United States,USD,323.96,12.8658,,,Rev>Px,16.0615,13.9426,15.3042,13.4958,17.3017,18.7241,1.0405,1.2409,0.1124,0.0484,0.0506,14.8376,14.3071,14.1445,0.0552,0.0648,0.2075,0.0839,0.0911,,,0.1995,0.2213,0.2069,중반,0,173.9339,288.6506,356.4668,276.9255,191.8439,-0.1452,-0.4631,0.5922,0.3072,10.0,4.0,10.0,0.1068,-0.0033,0.0239,-0.1659,-0.0109,1.8295,-0.0668,0.0065,0,8,13.0,12,0,7,10,3,53.0,제외,False,False,False,,,,
HOV,254.0,"Hovnanian Enterprises, Inc.",Consumer Cyclical,Residential Construction,United States,USD,115.24,0.7389,A,"FCFy,EV/EBIT",,,49.215,28.8822,53.6,5.2586,21.9147,,,-0.4621,-0.0492,0.0452,40.6799,6.1144,6.1254,0.1754,0.2522,0.0175,0.0918,0.1309,,,0.0124,0.1004,0.0825,저점,1,0.0,170.7372,175.8574,129.3329,190.0466,0.1223,-1.0,1.6491,-0.4694,0.0,4.0,1.0,0.0,,,-0.219,-0.1159,14.0288,-0.069,0.0041,5,15,5.0,3,10,10,5,0,53.0,제외,True,False,False,,,순부채/EBITDA>3x;매출채권·재고 급증,
MSFT,,Microsoft Corporation,Technology,Software - Infrastructure,United States,USD,500.59,3717.1538,,,CAGR+PE,28.9693,24.2162,25.3339,21.1435,30.3041,16.5189,1.2219,1.4201,0.1705,0.1784,0.195,23.8173,23.8173,28.2708,0.0303,0.0147,0.2961,0.0987,0.0994,,,0.4678,0.4401,0.4678,중반,0,188.9751,342.2319,506.5616,345.0001,173.4551,-0.3108,-0.6225,0.3465,0.4972,6.0,7.0,32.0,0.1656,0.0044,0.0463,0.3422,-0.0213,-0.1023,-0.0024,0.0374,0,4,13.0,10,7,7,9,3,53.0,제외,False,False,False,,,매출채권·재고 급증,
IVZ,263.0,Invesco Ltd,Financial Services,Asset Management,United States,USD,30.74,13.5717,B,,"fPEG,CAGR+PE",12.247,9.7744,10.9342,9.4032,,-0.9706,0.6003,0.3633,0.1628,0.2518,0.0881,,,13.9711,-0.0453,0.1337,-0.0229,0.0881,0.1143,-0.0229,1.0882,-0.071,0.0966,,회복,1,0.0,0.0,0.0,0.0,-5.6478,-1.0,-1.0,-0.1837,,,,14.0,0.109,0.0024,0.0965,0.1751,0.353,,-0.0018,0.0154,0,12,13.0,5,0,10,10,3,53.0,제외,False,True,False,,,,
LII,,"Lennox International, Inc.",Industrials,Building Products & Equipment,United States,USD,372.34,12.8683,,,Rev>Px,16.5484,14.6291,15.7708,14.2453,16.0526,23.1949,1.3661,2.3466,0.0623,0.0745,0.0623,13.8817,14.0816,19.0211,0.0586,0.0553,0.2642,0.0951,0.1016,,,0.2016,0.1684,0.1988,중반,0,196.99,306.663,350.053,290.0923,202.0454,-0.2209,-0.4709,0.5426,0.3035,13.0,5.0,17.0,0.1389,-0.0073,-0.0209,-0.3397,-0.2866,1.6694,-0.0197,0.005,0,12,10.0,11,0,7,10,3,53.0,제외,False,False,False,,,,
BESI.AS,265.0,BE Semiconductor Industries N.V,Technology,Semiconductor Equipment & Materials,Netherlands,EUR,189.5,17.0746,B,,"fPEG,Compress,Rev>Px",72.3282,31.6395,43.0535,28.798,74.8023,2.5333,0.6392,0.3193,0.495,0.6959,0.3516,55.0779,55.0779,53.8878,0.0143,0.0103,0.3977,0.1049,0.1061,,,0.3636,0.3658,0.3636,중반,1,38.842,116.9814,294.623,141.8569,27.7784,-0.2514,-0.795,0.1466,0.8042,6.0,2.0,22.0,0.3567,0.013,0.049,-0.3339,0.5384,0.0291,-0.0266,0.0245,0,12,9.0,12,0,7,10,3,53.0,제외,False,True,False,,,,
BOW,260.0,Bowhead Specialty Holdings Inc.,Financial Services,Insurance - Property & Casualty,United States,USD,33.84,1.1148,B,NetCash,"fPEG,CAGR+PE",17.8105,14.4987,16.7207,13.8154,17.8546,1.8953,0.6895,0.6638,0.2184,0.2379,0.2028,3.7265,3.7265,1.8537,0.0562,0.285,0.1304,0.088,0.1,0.1304,2.3522,0.1399,0.104,,중반,0,15.0082,20.2182,23.4888,19.7334,18.7603,-0.4169,-0.5565,0.5544,0.0493,,,7.0,0.1322,0.0146,0.0121,0.1367,0.2405,-9.038,-0.0143,0.018,0,12,13.0,9,0,7,9,3,53.0,제외,False,True,False,,,매출채권·재고 급증,
CVI,259.0,CVR Energy Inc.,Energy,Oil & Gas Refining & Marketing,United States,USD,51.8,5.2075,B,,"fPEG,CAGR+PE",,20.3874,42.3016,17.092,30.9472,1.6738,0.1382,,1.4749,0.2466,-0.1411,17.9128,17.9128,12.6261,0.044,0.0593,0.1742,0.0812,0.0912,,,0.0413,0.0728,0.0413,중반,1,19.1175,21.9734,25.9008,22.2413,23.2975,-0.5706,-0.6309,0.4498,-0.0475,26.0,2.0,5.0,0.6797,0.3847,0.4921,0.9114,0.4266,1.4104,0.0,0.0041,0,15,11.0,7,0,7,10,3,53.0,제외,False,True,False,,,,
KOS,,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,United States,USD,2.65,1.578,AB,"FCFy,EV/EBIT","fPEG,CAGR+PE",,8.6258,9.9065,8.2298,5.2989,0.5001,0.4234,,0.2037,0.3641,-0.0891,29.0294,6.6854,8.7532,0.2785,-0.0267,0.0343,0.0765,0.098,,,0.0918,0.3987,0.3987,정점 근접,2,0.0,5.4752,3.0837,3.5085,6.5167,0.324,-1.0,2.4591,-0.8574,0.0,2.0,5.0,3.5093,0.2197,0.2385,0.2156,0.4804,3.7225,0.2649,0.0166,12,15,9.0,0,10,0,4,3,53.0,제외,True,False,False,,정점 근접;가치함정: 만성 저멀티플+무성장,순부채/EBITDA>3x;희석/SBC 과다,
PGY,,Pagaya Technologies Ltd.,Technology,Software - Infrastructure,United States,USD,18.72,1.8205,,,fPEG,5.1713,4.6398,5.0111,4.5152,8.6359,2.1677,0.4225,0.3893,0.1192,0.1273,0.1599,5.1177,5.1177,13.1012,0.1122,0.1172,-0.2407,0.1113,0.1421,-0.2407,3.2138,0.212,-0.1677,,중반,2,0.0,0.0,10.81,2.7025,-9.8661,-0.8556,-1.0,-0.527,4.6508,,,10.0,0.2605,0.0184,0.1717,0.1796,-0.4596,-1.2278,0.2207,0.029,0,15,15.0,6,0,7,7,3,53.0,제외,False,True,False,,,희석/SBC 과다;매출채권·재고 급증,
PCTY,,Paylocity Holding Corporation,Technology,Software - Application,United States,USD,143.58,7.9495,,vsHist,,17.2365,16.0511,16.465,14.8235,27.4597,5.2287,1.4495,2.0159,0.0796,0.0676,0.0769,20.2348,20.2348,29.88,0.0323,0.0364,0.2674,0.0821,0.0826,,,0.2179,0.1693,0.2179,중반,1,66.2174,119.0109,144.3965,112.1589,66.2307,-0.2188,-0.5388,0.4613,0.4095,8.0,6.0,18.0,0.2498,0.0,0.0039,0.3501,-0.1229,-0.2791,-0.0496,0.0783,0,8,13.0,13,0,7,9,3,53.0,제외,False,False,False,,,매출채권·재고 급증,
ROST,,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,United States,USD,233.98,75.0564,,,,28.3269,26.556,27.1245,26.2517,31.9461,7.3242,7.987,1.6473,0.0332,0.1287,0.0682,22.404,24.0194,19.759,0.0287,0.0345,0.3537,0.0894,0.0919,,,0.1375,0.114,0.1282,중반,0,83.6419,128.512,157.6732,124.5847,81.342,-0.4675,-0.6425,0.3476,0.3471,26.0,5.0,12.0,0.1232,0.0045,0.0394,0.0972,0.5442,0.1163,-0.0165,0.0081,0,8,11.0,14,0,7,10,3,53.0,제외,False,False,False,,,,
STRT,257.0,STRATTEC SECURITY CORPORATION,Consumer Cyclical,Auto Parts,United States,USD,66.98,0.2664,AB,"EV/EBIT,NetCash","fPEG,Rev>Px",9.7213,13.1696,13.7395,11.6285,14.1206,4.7434,0.7254,,-0.085,-0.0378,0.0324,6.2385,6.2385,7.5926,0.057,0.1339,0.1456,0.121,0.1213,,,0.044,0.0204,0.044,중반,0,61.5568,69.2771,71.6472,67.9395,66.7167,0.0143,-0.081,0.9961,0.018,0.0,5.0,2.0,0.2465,-0.0448,-0.0448,-0.1895,0.0013,-2.6414,-0.0034,0.0057,5,4,6.0,8,10,7,10,3,53.0,제외,True,False,False,,,,
APPF,,"AppFolio, Inc.",Technology,Software - Application,United States,USD,210.01,7.4379,,vsHist,CAGR+PE,34.8854,26.2012,30.4462,24.9087,47.9882,4.3763,1.1786,0.9983,0.2625,0.1819,0.1745,39.7704,39.7704,64.2423,0.0195,0.0257,0.4556,0.0913,0.0915,,,0.1752,0.0063,0.1752,중반,2,59.2643,105.2602,170.8559,110.1601,53.157,-0.4755,-0.7178,0.2531,0.5175,10.0,6.0,8.0,0.1236,0.0012,0.0251,0.3493,-0.246,-0.8972,-0.0205,0.0717,0,8,13.0,13,0,7,9,3,53.0,제외,False,False,False,,,매출채권·재고 급증,
CART,264.0,Maplebear Inc.,Consumer Cyclical,Internet Retail,United States,USD,42.96,10.6942,B,,"fPEG,CAGR+PE,Compress",23.4754,15.6207,18.5871,14.7449,22.4684,1.912,0.5995,0.447,0.3494,0.1374,0.1054,16.6862,16.6862,20.3841,0.0403,0.0725,0.3158,0.0899,0.09,,,0.1483,-0.1784,0.1483,중반,2,25.439,39.1577,47.6368,37.8478,24.5408,-0.119,-0.4078,0.5712,0.3516,5.0,6.0,29.0,0.5766,-0.0113,-0.0209,-0.0948,0.0151,-1.1809,-0.115,0.1004,0,12,6.0,13,7,7,8,0,53.0,제외,False,True,False,,,희석/SBC 과다,
GFF,,Griffon Corporation,Industrials,Building Products & Equipment,United States,USD,96.59,4.4303,,FCFy,,17.4036,15.7305,17.8925,15.6934,18.6597,5.1764,1.1226,3.5981,0.0437,-0.2701,0.0332,12.7857,14.5302,11.1251,0.0602,0.0561,0.2578,0.0952,0.1081,,,0.1998,0.127,0.1758,중반,1,33.3645,52.9667,59.5875,49.7214,43.7165,-0.4852,-0.6546,0.4526,0.1208,26.0,4.0,7.0,0.1917,0.0697,0.0697,0.0018,0.2776,2.4268,-0.0038,0.0128,0,8,13.0,14,0,7,8,3,53.0,제외,False,False,False,,,,
XP,,XP Inc.,Financial Services,Capital Markets,Cayman Islands,USD,20.88,10.5954,,,fPEG,10.5852,9.1456,10.0047,8.8624,,-1.5245,0.7095,0.8019,0.114,0.089,0.1186,,,,-0.0712,0.2282,0.2,0.075,0.1,0.2,2.5028,-0.5557,-0.573,,중반,0,13.3484,19.4664,28.2857,20.1417,16.6855,-0.0354,-0.3607,0.7991,0.1716,,,7.0,0.1421,0.0106,-0.0055,0.2945,0.1118,,-0.0352,0.0346,0,12,10.0,11,0,7,10,3,53.0,제외,False,True,False,,데이터 이상: 매출·시총 단위 불일치,,매출·시총 단위 불일치
PAYC,,"Paycom Software, Inc.",Technology,Software - Application,United States,USD,221.68,9.9915,,vsPeer,CAGR+PE,21.4806,16.486,18.3304,15.8909,22.0658,10.0463,1.0739,0.7208,0.1535,0.0767,0.0741,16.6224,17.38,17.0727,0.0425,0.0481,0.3585,0.0861,0.0896,,,0.3029,0.2929,0.2897,중반,0,104.2795,168.9153,218.747,165.2143,102.4768,-0.2547,-0.5296,0.4623,0.3797,12.0,7.0,20.0,0.2351,0.0074,0.1341,0.7161,0.0192,0.9517,-0.1876,0.0419,0,8,15.0,11,0,7,9,3,53.0,제외,False,False,False,,,매출채권·재고 급증,
VERX,258.0,"Vertex, Inc.",Technology,Software - Application,United States,USD,11.72,2.0028,B,,"fPEG,CAGR+PE,Rev>Px",16.507,12.1069,14.2596,11.4628,,-0.0975,0.4962,0.4587,0.2639,0.1051,0.1051,,,,-0.0137,-0.0032,-0.0561,0.0856,0.0908,,,-0.0302,-0.008,-0.0249,중반,1,0.0,6.2399,8.982,5.3655,-1.8375,-0.5422,-1.0,-0.1568,1.3425,14.0,7.0,14.0,0.2054,-0.0161,0.16,0.0308,-0.5306,1.5533,-0.007,0.0724,0,15,15.0,3,0,7,10,3,53.0,제외,False,True,False,,,,
ARW,267.0,"Arrow Electronics, Inc.",Technology,Electronics & Computer Distribution,United States,USD,226.82,11.5464,A,"FCFy,EV/EBIT,vsPeer",fPEG,12.9834,9.7331,10.4839,9.4805,12.4868,18.1648,0.9195,0.2056,0.1058,0.2979,0.0779,9.9816,9.9816,7.7018,0.0696,0.0698,0.1199,0.094,0.1018,,,0.0376,0.0452,0.0376,중반,0,168.936,249.9376,297.2025,241.5034,186.0157,0.0647,-0.2552,0.8201,0.2298,2.0,3.0,4.0,0.168,0.1219,0.123,0.0542,0.8758,1.2948,-0.0091,0.0006,5,8,8.5,5,7,7,9,3,52.5,제외,False,False,False,,,매출채권·재고 급증,
LDO.MI,282.0,LEONARDO,Industrials,Aerospace & Defense,Italy,EUR,50.45,33.1404,B,vsPeer,"fPEG,CAGR+PE",23.44,18.4668,21.1509,17.6339,17.8012,2.8341,0.9259,0.8084,0.2284,0.1448,0.1078,16.1459,16.1459,12.3178,0.0426,0.038,0.1239,0.0787,0.0826,,,0.0971,0.0668,0.0971,중반,0,28.2363,45.8253,54.8901,43.6943,29.9019,-0.1339,-0.4403,0.5927,0.3157,5.0,5.0,13.0,0.1554,0.005,0.0123,0.0707,-0.0656,1.317,0.0022,0.0,0,8,13.0,8,4,7,9,3,52.0,제외,False,False,False,,,매출채권·재고 급증,
LHAI,268.0,Linkhome Holdings Inc.,Real Estate,Real Estate Services,United States,USD,1.07,0.0177,A,"FCFy,EV/EBIT",,,,,,9.794,0.1093,,,,,,,5.2555,,0.0964,-0.1704,-0.138,0.1192,0.1206,,,-0.0227,0.2255,0.116,저점,0,0.0,1.6251,2.1656,1.3539,1.2212,0.2654,-1.0,1.1413,0.098,0.0,4.0,0.0,,,,0.6436,-0.8876,,0.0143,0.0,11,8,2.0,1,10,10,10,0,52.0,제외,True,False,False,,,,
DOCU,,"DocuSign, Inc.",Technology,Software - Application,United States,USD,69.49,12.9879,,vsHist,CAGR+PE,16.274,13.8973,15.0377,13.3377,38.2314,1.8176,1.0904,0.8432,0.1648,0.0886,0.0796,30.827,30.827,75.0709,0.0237,0.0456,0.304,0.0926,0.0931,,,0.1196,0.0253,0.1196,중반,1,23.0335,33.0904,38.7048,31.9797,22.9318,-0.5398,-0.6685,0.33,0.2829,26.0,6.0,20.0,0.1292,0.0222,0.0222,0.537,-0.1476,-1.1476,-0.0846,0.1803,0,8,13.0,13,0,7,8,3,52.0,제외,False,False,False,,,희석/SBC 과다,
HALO,,"Halozyme Therapeutics, Inc.",Healthcare,Biotechnology,United States,USD,112.44,13.6294,B,,"fPEG,CAGR+PE,Compress",20.9776,11.357,13.1096,10.8188,24.845,4.5257,0.5364,0.195,0.2117,0.3272,0.1061,16.701,20.6788,14.914,0.0368,0.0334,0.339,0.0867,0.0925,,,0.5595,0.4518,0.4518,정점 근접,2,44.4712,89.9992,197.827,105.5742,37.8468,-0.0611,-0.6045,0.3366,0.6415,10.0,5.0,5.0,0.0972,0.0,0.0506,0.5,0.5246,1.8802,-0.0237,0.0379,0,12,13.0,14,0,0,10,3,52.0,제외,False,False,False,,정점 근접,,
ASML,276.0,ASML Holding N.V. - New York Re,Technology,Semiconductor Equipment & Materials,Netherlands,USD,1744.61,670.1047,B,,"fPEG,Compress,Rev>Px",55.592,31.8603,39.9769,29.6219,59.3284,29.406,0.9114,0.7131,0.4468,0.3122,0.2734,46.5812,48.3629,27.9232,0.016,0.0148,0.6346,0.1069,0.107,,,0.3542,0.3181,0.3412,중반,1,363.8626,882.0802,1817.2983,986.3303,291.756,-0.4346,-0.7914,0.1672,0.7042,7.0,6.0,33.0,0.419,0.0058,0.2439,-0.0279,0.8335,-0.4134,-0.009,0.0055,0,8,13.0,12,0,7,9,3,52.0,제외,False,False,False,,,매출채권·재고 급증,
