ticker,rank,name,sector,ind,country,cur,P,mcap_usd,tracks,trackA_hits,trackB_hits,pe_ttm,pe_ntm,pe1,pe2,pe_norm,eps_norm,fpeg,peg2y,e_norm,rg1,rg2,ev_ebit_ttm,ev_ebit_norm,ev_ebit_hist_med,fcfy_norm,fcfy_ttm_sbc,roic,wacc,ke,rote_n,ptbv,om_ttm,om_avg,m_norm,cyc2,crit,v_bear,v_base,v_bull,v_pw,epv,mos,bear_dd,epv_ratio,growth_share,n_implied,dur_ev,n2,disp,rv1m_f2,rv3m_f2,r3m,r12m,nd_ebitda,sh_g,sbc_rev,A,B,C,D,E,F,G,H,total,grade,lens1,lens2,both,factor,excl,risk,dflag
BSY,,"Bentley Systems, Incorporated",Technology,Software - Application,United States,USD,32.72,10.4363,,vsHist,,25.7638,21.4458,23.4759,20.7771,37.545,0.8715,1.651,1.5228,0.1408,0.1291,0.1051,30.5836,30.5836,59.5517,0.0229,0.0402,0.1289,0.0909,0.0956,,,0.2359,0.2003,0.2359,중반,0,6.3626,14.1635,18.7482,13.3595,6.8119,-0.5917,-0.8055,0.2082,0.4901,24.0,6.0,17.0,0.1206,0.0026,-0.0038,0.0907,-0.375,2.525,-0.0417,0.049,0,4,10.0,10,0,7,8,3,42.0,제외,False,False,False,,,,
NEO,510.0,"NeoGenomics, Inc.",Healthcare,Diagnostics & Research,United States,USD,18.36,2.3588,B,,"fPEG,Compress",122.4,62.0235,100.4761,54.2906,,-0.4189,0.7291,0.9138,0.6787,0.1055,0.1007,,,,-0.0341,-0.0185,-0.0474,0.1107,0.1187,,,-0.0792,-0.1977,-0.0792,중반,2,0.0,0.0,0.0,0.0,-5.9862,-1.0,-1.0,-0.326,,26.0,6.0,11.0,0.3844,0.0,-0.0723,0.2957,1.3153,42.676,0.0225,0.0472,0,12,10.0,4,0,7,6,3,42.0,제외,False,True,False,,,순부채/EBITDA>3x,
PDFS,,"PDF Solutions, Inc.",Technology,Software - Application,United States,USD,48.43,2.0451,,vsHist,Rev>Px,31.8618,31.1953,37.4182,29.377,171.8346,0.2818,1.1397,0.9619,0.3243,0.2053,0.2077,101.8073,101.8073,687.6771,0.0032,-0.0135,0.0472,0.1131,0.1152,,,0.0815,-0.0033,0.0815,중반,1,2.4135,7.8881,9.7689,6.9896,4.2789,-0.8557,-0.9502,0.0884,0.3878,26.0,6.0,7.0,0.1759,0.0278,0.0636,-0.2314,0.8541,-1.3976,0.0641,0.1058,0,8,13.0,3,0,7,8,3,42.0,제외,False,False,False,,,희석/SBC 과다,
PEGA,,Pegasystems Inc.,Technology,Software - Application,United States,USD,35.18,5.7838,,,,18.8128,13.7022,14.4434,13.4454,40.3402,0.8721,1.846,1.1789,0.1162,0.0704,0.0862,27.9555,28.6868,40.6456,0.0233,0.0576,0.5449,0.0923,0.0928,,,0.1132,0.0375,0.1103,중반,1,11.5078,24.3776,32.0894,23.0881,11.2337,-0.3437,-0.6729,0.3193,0.5134,13.0,6.0,10.0,0.1506,-0.0073,-0.1397,0.1429,-0.4003,-1.3033,-0.0571,0.0916,0,4,8.0,13,0,7,10,0,42.0,제외,False,False,False,,가치함정: 컨센서스 급락,,
MAR,,Marriott International,Consumer Cyclical,Lodging,United States,USD,351.66,91.7011,,,,32.0858,27.5419,29.9955,26.7282,35.275,9.9691,2.2531,1.8879,0.1459,0.061,0.061,25.7531,25.694,20.3439,0.0313,0.0314,0.2536,0.0932,0.0992,,,0.1573,0.162,0.1577,중반,0,63.6109,119.5505,155.7714,114.6208,67.3203,-0.6741,-0.8191,0.1914,0.4127,26.0,6.0,28.0,0.1484,0.0002,0.0055,-0.068,0.331,3.5828,-0.0371,0.0093,0,0,13.0,13,0,7,6,3,42.0,제외,False,False,False,,데이터 이상: 매출·시총 단위 불일치;자본잠식,순부채/EBITDA>3x,매출·시총 단위 불일치;자본잠식
GCMG,,GCM Grosvenor Inc.,Financial Services,Asset Management,United States,USD,12.93,2.6323,,,fPEG,14.8621,12.5391,14.3667,11.9722,60.9503,0.2121,0.627,0.9365,0.1339,0.0526,0.1424,16.8983,40.7405,20.6509,0.0196,0.0536,0.2,0.0866,0.1,0.2,103.8889,0.297,0.1232,,정점 근접,2,0.1991,0.2904,0.3378,0.2794,0.2489,-0.9784,-0.9846,0.0193,0.1092,,,5.0,0.1019,0.0266,0.0286,0.0478,0.0538,1.5498,0.0722,0.078,0,8,13.0,10,0,0,8,3,42.0,제외,False,False,False,,정점 근접;데이터 이상: 매출·시총 단위 불일치;비지배지분 과다(Up-C 구조 등),희석/SBC 과다,매출·시총 단위 불일치;비지배지분 과다(Up-C 구조 등)
JEF,503.0,Jefferies Financial Group Inc.,Financial Services,Capital Markets,United States,USD,46.98,9.5554,B,,"fPEG,CAGR+PE",12.7317,10.9207,12.9071,10.549,8.1251,5.7821,0.4886,,0.2235,0.1728,0.0786,4.4068,4.345,4.5729,0.3658,0.1749,0.0788,0.075,0.1109,0.0788,1.0807,0.416,0.4195,,중반,0,24.695,27.2015,37.1455,29.0609,30.8688,-0.3814,-0.4744,0.6571,-0.0622,,,4.0,0.3009,-0.0194,-0.0484,-0.0432,-0.2958,2.3708,-0.0834,0.0091,0,15,2.0,8,0,7,10,0,42.0,제외,False,True,False,,,,
MKTX,,"MarketAxess Holdings, Inc.",Financial Services,Capital Markets,United States,USD,163.71,5.7621,,,,21.206,19.1681,20.5195,18.7095,21.8396,7.496,1.9813,2.1747,0.0881,0.0571,0.068,16.1618,15.9232,25.2772,0.0409,0.0189,0.2,0.0896,0.1,0.2,6.7393,0.405,0.4303,,중반,0,38.8669,56.6809,126.3858,69.6536,48.5836,-0.5745,-0.7626,0.2968,0.3025,,,11.0,0.1156,-0.0001,-0.0214,0.4547,-0.0912,-0.1532,-0.0551,0.0384,0,4,10.0,8,0,7,10,3,42.0,제외,False,False,False,,,,
DD,,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,United States,USD,130.88,17.6744,,,,15.9999,16.8364,18.0272,16.4324,91.1202,1.4363,1.7348,0.6549,0.0971,0.0463,0.0394,49.2492,39.2473,22.2895,0.0106,0.0342,0.0192,0.0913,0.0987,,,0.0823,0.1303,0.1033,중반,1,6.9496,16.0117,52.8541,22.9568,19.2886,-0.8246,-0.9469,0.1474,0.1598,26.0,3.0,16.0,0.0791,-0.0,0.0143,-0.0462,0.3687,1.3395,-0.0222,0.0091,0,4,11.0,7,0,7,10,3,42.0,제외,False,False,False,,데이터 이상: ADR·주식수 불일치,,ADR·주식수 불일치
BUD,516.0,Anheuser-Busch Inbev SA Sponsor,Consumer Defensive,Beverages - Brewers,Belgium,USD,77.06,151.7411,B,FCFy,"CAGR+PE,Rev>Px",18.7039,15.9236,17.2923,15.4679,15.4383,4.9915,1.3501,1.0227,0.1557,0.092,0.0412,12.7651,13.1287,12.4691,0.0659,0.0699,0.0804,0.0767,0.0896,,,0.2704,0.2495,0.2629,중반,0,45.7243,66.4804,74.7924,63.3694,49.0981,-0.1777,-0.4066,0.6371,0.2252,15.0,1.0,10.0,0.1485,0.0014,0.0124,-0.0944,0.303,2.8519,-0.0065,0.01,0,4,11.0,9,0,7,8,3,42.0,제외,False,False,False,,,,
AIT,,Applied Industrial Technologies,Industrials,Industrial Distribution,United States,USD,333.47,12.2497,,,,30.4261,27.0878,27.7141,25.211,29.2567,11.3981,2.7283,2.7342,0.0991,0.0587,0.0584,22.5396,22.5396,16.5623,0.0293,0.037,0.2097,0.0902,0.0911,,,0.1106,0.1091,0.1106,중반,0,117.8563,167.9892,187.3315,160.2915,122.6268,-0.5193,-0.6466,0.3677,0.235,26.0,5.0,7.0,0.0212,0.0355,0.0323,-0.0107,0.2756,0.2196,-0.0286,0.0015,0,0,13.0,9,0,7,10,3,42.0,제외,False,False,False,,,,
MGNI,,"Magnite, Inc.",Communication Services,Advertising Agencies,United States,USD,24.06,3.4508,,,CAGR+PE,25.871,19.4217,21.7935,18.6656,44.2096,0.5442,1.159,0.8941,0.2172,0.1371,0.0983,30.4468,30.4468,37.4288,0.0185,0.0363,0.0899,0.1235,0.1321,,,0.1565,-0.1147,0.1565,중반,2,3.6091,5.7734,6.4998,5.4139,4.5908,-0.775,-0.85,0.1908,0.152,26.0,7.0,10.0,0.6517,0.0,0.0429,0.2846,0.0867,0.4969,-0.0073,0.1013,0,8,9.0,7,0,7,8,3,42.0,제외,False,False,False,,,희석/SBC 과다,
PAL,521.0,"Proficient Auto Logistics, Inc.",Industrials,Integrated Freight & Logistics,United States,USD,3.86,0.1083,B,,"fPEG,CAGR+PE,Rev>Px",,8.9941,67.1304,6.8018,,-0.4061,0.0101,0.0775,1.1612,0.3113,0.5384,,,,-0.1636,0.1045,-0.0341,0.0977,0.1207,,,-0.0366,0.0514,-0.0181,회복,1,0.0,0.0,0.0,0.0,-4.9769,-1.0,-1.0,-1.2894,,26.0,6.0,4.0,0.9692,0.1823,0.1523,-0.4631,-0.4357,3.1159,0.0114,0.0138,0,15,6.5,2,0,10,5,3,41.5,제외,False,True,False,,,순부채/EBITDA>3x;매출채권·재고 급증,
EXPO,,"Exponent, Inc.",Industrials,Engineering & Construction,United States,USD,65.41,3.11,,,CAGR+PE,29.3318,23.8052,26.038,23.0491,32.0517,2.0408,1.8357,1.3931,0.1709,0.1292,0.0857,24.4874,24.1477,33.1556,0.0283,0.0265,0.3161,0.0857,0.0866,,,0.2017,0.2319,0.2046,중반,0,23.975,39.7083,52.7086,39.025,23.5259,-0.4034,-0.6335,0.3597,0.3972,20.0,2.0,4.0,0.1797,0.0282,0.0282,0.0753,-0.0588,0.1024,-0.0488,0.0413,0,4,7.5,10,0,7,10,3,41.5,제외,False,False,False,,,,
RDVT,,"Red Violet, Inc.",Technology,Software - Application,United States,USD,76.2,1.2228,,,,48.8462,43.9731,45.9036,43.2955,81.206,0.9384,7.2995,2.6887,0.1635,0.1819,0.1323,66.3536,66.3536,92.1446,0.0107,0.0113,0.2342,0.1302,0.1303,,,0.1789,0.0512,0.1789,중반,1,10.0579,14.1069,17.4526,13.9311,10.1573,-0.8172,-0.868,0.1333,0.2709,26.0,7.0,4.0,0.0682,0.0233,0.0831,0.2641,0.4634,-1.6671,-0.0019,0.0744,0,0,10.5,11,0,7,10,3,41.5,제외,False,False,False,,,,
INOD,,Innodata Inc.,Technology,Information Technology Services,United States,USD,71.99,2.4752,,vsHist,Compress,54.5379,36.5877,43.7629,34.4834,57.4499,1.2531,1.3596,0.7225,0.2691,0.4287,0.2795,40.1924,40.1924,60.8809,0.0161,0.0667,,0.132,0.1321,,,0.1748,0.0046,0.1748,중반,2,18.7644,30.8327,48.6832,32.2783,16.6654,-0.5516,-0.7393,0.2315,0.4837,11.0,4.0,3.0,0.1499,0.0,0.0438,-0.0258,0.0208,-3.9548,-0.015,0.0588,0,4,7.5,10,0,7,10,3,41.5,제외,False,False,False,,,,
ACA,,"Arcosa, Inc.",Industrials,Engineering & Construction,United States,USD,146.5,7.1941,,,,31.5054,29.9287,34.1359,28.6161,44.2032,3.3142,1.5516,4.2641,0.0702,-0.1021,0.0965,25.4067,28.2158,20.7176,0.02,0.0149,0.0688,0.0911,0.0981,,,0.1176,0.0791,0.1059,중반,0,22.6683,34.0202,41.2786,32.9968,34.7434,-0.7748,-0.8453,0.2372,-0.0529,26.0,5.0,4.0,0.1949,0.0069,0.0069,0.0138,0.5817,1.8409,0.0041,0.0094,0,8,7.5,6,0,7,10,3,41.5,제외,False,False,False,,,,
TBPH,,"Theravance Biopharma, Inc.",Healthcare,Biotechnology,United States,USD,17.03,0.8842,B,NetCash,"fPEG,CAGR+PE,Compress",57.1093,17.2694,81.0952,13.3569,128.5663,0.1325,0.0341,,5.0714,-0.1633,-0.0569,56.0361,56.0361,,0.0077,0.0387,,0.091,0.0926,,,0.0915,-1.0427,0.0915,중반,1,8.0841,10.0558,9.5346,9.4326,8.3798,-0.4461,-0.5253,0.4921,0.1116,26.0,4.0,2.0,0.7451,0.5937,0.0159,-0.034,0.2104,-28.2434,0.0186,0.1874,0,15,1.5,10,0,7,8,0,41.5,제외,False,True,False,,가치함정: 매출 역성장 지속(컨센),희석/SBC 과다,
BIP,,Brookfield Infrastructure Partn,Utilities,Utilities - Diversified,Bermuda,USD,35.22,27.8881,B,FCFy,"fPEG,CAGR+PE,Compress,Rev>Px",56.8065,28.0524,48.3851,24.2584,14.2993,2.4631,0.2821,1.0385,0.2701,-0.0712,-0.1544,13.9976,13.9976,16.1527,0.1468,-0.0444,0.0854,0.0753,0.0964,,,0.2475,0.2343,0.2475,중반,1,0.0,0.0,0.0,0.0,10.0175,-1.0,-1.0,0.2844,,26.0,5.0,3.0,0.5304,0.0144,0.0794,-0.0377,0.0634,5.7639,,0.0,0,15,4.5,6,0,7,6,3,41.5,제외,False,True,False,,가치함정: 매출 역성장 지속(컨센);데이터 이상: 비지배지분 과다(Up-C 구조 등);자본잠식,순부채/EBITDA>3x,비지배지분 과다(Up-C 구조 등);자본잠식
LQDT,,"Liquidity Services, Inc.",Consumer Cyclical,Internet Retail,United States,USD,42.72,1.3385,,,CAGR+PE,27.3846,23.2635,25.8909,23.2174,42.4248,1.007,2.0202,1.1693,0.199,,,25.4266,26.6481,19.1353,0.0217,0.0517,1.8021,0.1078,0.1084,,,0.09,0.0764,0.0859,중반,0,17.7953,27.3422,39.9067,28.0966,16.2804,-0.3423,-0.5834,0.3811,0.4206,9.0,5.0,2.0,0.0978,0.0855,0.1051,0.0929,0.5648,-3.9912,0.0109,0.0424,0,0,8.5,13,0,7,10,3,41.5,제외,False,False,False,,,,
CXW,522.0,"CoreCivic, Inc.",Industrials,Security & Protection Services,United States,USD,32.28,3.1923,B,,"fPEG,CAGR+PE,Compress,Rev>Px",25.0233,14.7834,19.1857,13.6203,24.6669,1.3086,0.3618,0.316,0.4678,0.2227,0.0836,17.9387,17.9387,14.5016,0.0329,0.0097,0.0692,0.0772,0.084,,,0.0994,0.0938,0.0994,중반,0,7.2935,17.637,21.6868,16.0636,11.758,-0.5024,-0.7741,0.3642,0.268,26.0,3.0,3.0,0.4937,0.041,0.191,0.0491,0.4979,3.2939,-0.0892,0.0106,0,15,6.5,5,0,7,5,3,41.5,제외,False,True,False,,,순부채/EBITDA>3x;매출채권·재고 급증,
ASTH,523.0,Astrana Health Inc.,Healthcare,Medical Care Facilities,United States,USD,34.34,1.7034,B,,"fPEG,CAGR+PE,Rev>Px",13.0112,9.862,11.1978,9.4427,33.746,1.0176,0.5306,0.3192,0.1859,0.2515,0.101,22.717,16.9492,21.3251,0.0345,0.0315,0.0535,0.0878,0.1033,,,0.0261,0.0654,0.035,중반,1,0.0,28.1217,40.7047,24.237,11.5233,-0.2942,-1.0,0.3356,0.5246,10.0,5.0,3.0,0.1155,0.0273,0.0665,-0.2285,0.157,3.9576,0.0062,0.0106,0,12,8.5,5,0,7,6,3,41.5,제외,False,True,False,,,순부채/EBITDA>3x,
UGP,,Ultrapar Participacoes S.A. (Ne,Energy,Oil & Gas Refining & Marketing,Brazil,USD,7.66,8.1626,A,"FCFy,EV/EBIT",,11.6075,10.9816,8.8635,12.0537,16.2133,0.4725,,0.1898,-0.2647,0.1364,-0.0272,6.9747,8.1904,6.9277,0.0939,0.201,0.1997,0.0926,0.1126,,,0.0491,0.0311,0.0418,중반,1,6.8221,6.3992,9.5352,7.2889,7.5508,-0.0484,-0.1094,0.9857,-0.0359,26.0,4.0,3.0,0.3273,0.1166,0.0835,0.5444,0.9442,1.1317,-0.0135,0.0,0,4,8.5,9,0,7,10,3,41.5,제외,True,False,False,,가치함정: 만성 저멀티플+무성장;데이터 이상: 매출·시총 단위 불일치,,매출·시총 단위 불일치
PLPC,524.0,Preformed Line Products Company,Industrials,Electrical Equipment & Parts,United States,USD,427.28,2.0888,B,,"Compress,Rev>Px",48.1171,30.5386,32.1989,29.9635,41.2535,10.3574,4.0934,0.739,0.0746,0.2146,0.08,31.0396,31.0396,10.0014,0.0179,0.0131,0.1096,0.0929,0.0939,,,0.0898,0.1101,0.0898,중반,1,106.8949,140.9776,161.1032,137.4883,118.3909,-0.6782,-0.7498,0.2771,0.1389,26.0,4.0,1.0,0.0,0.0,0.2631,0.0799,1.1433,-0.2764,-0.0325,0.0096,0,8,8.5,5,0,7,10,3,41.5,제외,False,False,False,,,,
PACS,,"PACS Group, Inc.",Healthcare,Medical Care Facilities,United States,USD,41.05,6.4997,,vsHist,Rev>Px,17.9344,15.4267,16.2974,15.1259,24.011,1.7096,1.9919,0.6856,0.0774,0.1023,0.0959,23.3629,24.5489,37.5613,0.0257,0.0072,0.0733,0.0753,0.0826,,,0.0739,0.0639,0.0703,중반,1,1.0702,6.9219,12.4088,6.8307,5.0573,-0.8336,-0.9739,0.1232,0.2596,26.0,7.0,4.0,0.1494,0.0,0.0812,-0.0201,1.9363,6.6239,-0.0266,0.0134,0,12,10.5,3,0,7,6,3,41.5,제외,False,False,False,,,순부채/EBITDA>3x,
LCUT,520.0,"Lifetime Brands, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,USD,8.65,0.1989,A,"FCFy,EV/EBIT",,3.6345,7.1,4.2264,9.5055,9.504,0.9101,,1.1847,-0.5554,0.043,0.0206,7.4952,10.4535,13.848,0.114,0.0884,0.1089,0.0889,0.115,,,0.0914,0.0409,0.0655,중반,1,4.7218,8.1816,15.8548,9.235,6.9624,0.0676,-0.4541,0.8049,0.2461,26.0,2.0,3.0,0.6484,0.1008,0.1008,0.1352,1.2644,3.0867,0.0427,0.0048,5,12,4.5,5,0,7,5,3,41.5,제외,False,False,False,,,순부채/EBITDA>3x;매출채권·재고 급증,
VNCE,,Vince Holding Corp.,Consumer Cyclical,Apparel Manufacturing,United States,USD,11.11,0.1438,,,,,10.3184,8.1691,12.0761,18.5127,0.6001,,0.2314,-0.3235,0.1272,0.1767,19.156,19.156,20.1774,0.0341,0.1237,0.0585,0.098,0.1276,,,0.0427,-0.0151,0.0427,중반,1,0.0,0.0,0.0,0.0,-0.8262,-1.0,-1.0,-0.0744,,26.0,4.0,1.0,0.0,0.2778,0.2778,0.4317,2.1743,6.9446,0.0178,0.001,0,12,8.5,5,0,7,6,3,41.5,제외,False,False,False,,,순부채/EBITDA>3x,
MSGE,,Madison Square Garden Entertain,Communication Services,Entertainment,United States,USD,78.49,3.713,,,Compress,44.4348,28.0947,28.4384,27.0189,41.1607,1.9069,5.3477,1.0287,0.0525,0.0613,0.0462,27.1391,28.6745,21.8399,0.0249,0.0783,0.1369,0.0776,0.0829,,,0.1596,0.1377,0.1511,중반,0,11.9678,23.7938,28.779,22.0836,14.1035,-0.7186,-0.8475,0.1797,0.3614,26.0,5.0,2.0,0.3477,,,-0.0225,0.7331,3.9125,-0.0027,0.0306,0,4,9.0,12,0,7,6,3,41.0,제외,False,False,False,,,순부채/EBITDA>3x,
BOOT,541.0,"Boot Barn Holdings, Inc.",Consumer Cyclical,Apparel Retail,United States,USD,124.49,3.7702,B,,"CAGR+PE,Rev>Px",17.0534,13.0916,13.7772,12.4479,15.806,7.8761,1.2259,0.7864,0.1665,0.1596,0.1276,13.9111,13.9111,15.1177,0.0475,0.0264,0.1183,0.1054,0.1173,,,0.1361,0.128,0.1361,중반,0,44.8059,66.7419,76.0979,63.5969,53.0807,-0.4891,-0.6401,0.4264,0.1654,25.0,5.0,10.0,0.113,0.0005,0.0111,-0.299,-0.2642,1.677,-0.0048,0.0072,0,4,13.0,5,0,7,9,3,41.0,제외,False,False,False,,,매출채권·재고 급증,
EFXT,,Enerflex Ltd,Energy,Oil & Gas Equipment & Services,Canada,USD,23.11,2.8218,B,,"fPEG,CAGR+PE,Compress",21.2291,13.2211,16.9864,12.2135,49.6167,0.4658,0.3383,0.2183,0.3908,-0.0166,0.1085,11.6951,25.5507,10.0966,0.0214,0.0464,0.1436,0.1149,0.1273,,,0.1113,0.0509,0.0509,정점 근접,2,2.7494,4.4333,14.4268,6.5107,3.6506,-0.7183,-0.881,0.158,0.4393,26.0,6.0,2.0,0.0023,-0.0364,-0.0934,-0.0737,1.1028,1.17,-0.0098,0.0261,0,12,8.0,8,0,0,10,3,41.0,제외,False,False,False,,정점 근접,,
AFRM,535.0,"Affirm Holdings, Inc.",Financial Services,Credit Services,United States,USD,68.09,22.975,B,,"fPEG,Rev>Px",9.8493,16.758,17.7736,14.1035,73.465,0.9268,0.644,,-0.1701,0.2862,0.2478,34.8971,34.8971,63.5039,0.0215,0.0299,0.0189,0.1105,0.1321,0.0189,4.6575,0.2044,-0.2092,,중반,2,1.6736,2.092,48.9226,13.6951,2.092,-0.7989,-0.9754,0.0307,0.8472,,,7.0,0.3666,0.021,0.0205,-0.1434,-0.1044,6.3186,0.0209,0.0715,0,8,9.0,7,0,7,10,0,41.0,제외,False,False,False,,,,
AVPT,,"AvePoint, Inc.",Technology,Software - Infrastructure,United States,USD,13.12,2.7757,,vsHist,,28.8796,27.1653,29.2218,26.4719,71.6056,0.1832,2.6151,1.1005,0.1039,0.2174,0.2046,52.0732,52.0732,268.6239,0.0131,0.023,1.0788,0.1014,0.1017,,,0.0978,-0.0705,0.0978,중반,2,3.9837,6.6828,9.9391,6.8221,3.7013,-0.48,-0.6964,0.2821,0.4575,10.0,6.0,12.0,0.3834,0.0,-0.0037,0.2048,-0.1453,-7.7387,-0.0363,0.0759,0,0,8.0,13,0,7,10,3,41.0,제외,False,False,False,,,,
PS,,Pershing Square Inc.,Financial Services,Asset Management,United States,USD,49.99,19.996,,,fPEG,,58.8891,95.8636,51.4968,,-0.1126,0.6835,,0.8615,,0.849,,,,-0.0025,-0.004,-0.1156,0.1,0.1006,-0.1156,14.6928,-0.2511,-0.0432,,저점,1,0.0,0.0,0.0,0.0,-3.9086,-1.0,-1.0,-0.0782,,,,9.0,0.4018,0.0461,-0.0239,0.585,,,,0.0,0,12,2.0,7,0,10,10,0,41.0,제외,False,True,False,,데이터 이상: 매출·시총 단위 불일치;재무 이력 3년 미만,,매출·시총 단위 불일치;재무 이력 3년 미만
ETN,,"Eaton Corporation, PLC",Industrials,Specialty Industrial Machinery,Ireland,USD,438.76,170.4144,,,,35.4984,28.4283,32.3714,27.1954,42.1847,10.4009,1.4937,1.8206,0.1561,0.1894,0.1203,35.931,35.931,26.1002,0.0193,0.0231,0.1078,0.0974,0.1012,,,0.1771,0.166,0.1771,중반,0,52.5513,110.464,165.5385,109.7544,63.4081,-0.7499,-0.8802,0.1445,0.4223,26.0,4.0,23.0,0.1427,0.007,0.0262,0.0896,0.2002,3.2628,-0.0049,0.0,0,4,11.0,10,0,7,6,3,41.0,제외,False,False,False,,,순부채/EBITDA>3x,
SCCO,,Southern Copper Corporation,Basic Materials,Copper,United States,USD,201.94,170.5068,,,,30.2459,27.3195,26.2195,27.7528,33.6892,5.9942,,1.3909,-0.0552,0.2706,-0.0524,19.1254,24.1656,15.6516,0.0288,0.0299,0.4838,0.0982,0.1007,,,0.569,0.4503,0.4503,정점 근접,2,59.3985,71.0954,76.0097,69.3997,62.7782,-0.6563,-0.7059,0.3109,0.0954,26.0,4.0,13.0,0.3872,0.0204,0.1014,0.1933,0.7925,0.1314,-0.0011,0.0,0,0,13.0,15,0,0,10,3,41.0,제외,False,False,False,,정점 근접,,
WRBY,539.0,Warby Parker Inc.,Healthcare,Medical Instruments & Supplies,United States,USD,23.35,2.8862,B,,"fPEG,Rev>Px",57.302,41.5618,55.6615,37.9811,2354.0455,0.0099,0.8928,0.5937,0.4655,0.1138,0.1705,1832.8306,1832.8306,,-0.0032,-0.0045,0.0035,0.1179,0.1237,,,0.0017,-0.1108,0.0017,중반,2,0.0,1.7831,1.7741,1.3351,0.4214,-0.9428,-1.0,0.018,0.6843,26.0,6.0,9.0,0.3579,0.0073,-0.0742,-0.2014,-0.154,-0.8044,0.026,0.038,0,8,10.0,4,0,7,9,3,41.0,제외,False,False,False,,,매출채권·재고 급증,
DGII,,Digi International Inc.,Technology,Communication Equipment,United States,USD,75.3,2.8575,,,CAGR+PE,30.241,24.1071,27.9718,24.0421,79.1862,0.9509,1.4749,1.0896,0.2212,0.2369,0.0872,41.7699,56.6311,26.337,0.0082,0.0415,0.0743,0.0936,0.0953,,,0.1394,0.1028,0.1028,정점 근접,2,6.8769,8.4927,34.9964,14.7147,9.5888,-0.8046,-0.9087,0.1273,0.3483,26.0,3.0,5.0,0.1373,0.1186,0.1307,0.0673,1.0247,0.8626,0.0336,0.0344,0,8,13.0,7,0,0,10,3,41.0,제외,False,False,False,,정점 근접,,
BRZE,534.0,"Braze, Inc.",Technology,Software - Application,United States,USD,25.87,2.9384,B,,"fPEG,Compress",235.1818,30.0446,40.264,26.3455,,-0.7357,0.5687,0.4946,0.6075,0.236,0.1682,,,,-0.0314,-0.0227,-0.2914,0.0911,0.0925,,,-0.1336,-0.3098,-0.1336,중반,2,0.0,0.0,0.0,0.0,-5.3143,-1.0,-1.0,-0.2054,,26.0,6.0,20.0,0.3381,0.0134,0.0058,0.2307,-0.1808,,0.0416,0.1763,0,12,11.0,3,0,7,8,0,41.0,제외,False,True,False,,,희석/SBC 과다,
ITRN,542.0,Ituran Location and Control Ltd,Technology,Scientific & Technical Instruments,Israel,USD,52.39,1.0363,A,"FCFy,EV/EBIT,vsPeer",Rev>Px,16.1698,13.9833,14.4325,13.8232,14.9827,3.4967,3.1725,1.004,0.1393,0.1643,0.0543,10.8495,10.8495,7.7846,0.0633,0.0765,0.5821,0.1097,0.1099,,,0.2196,0.2067,0.2196,중반,0,38.1178,52.4086,58.2074,50.2856,36.9189,-0.0402,-0.2724,0.7047,0.2658,8.0,4.0,1.0,0.0,0.0327,-0.0207,-0.1365,0.4934,-0.9435,-0.0061,0.0,0,0,6.0,15,0,7,10,3,41.0,제외,False,False,False,,,,
VTMX,,"Corporacion Inmobiliaria Vesta,",Real Estate,Real Estate - Diversified,Mexico,USD,32.83,3.0462,,,,11.9643,15.6285,15.3323,15.7417,24.5561,1.3369,,,-0.0273,0.1088,0.1077,16.3759,16.3759,17.0477,0.0537,0.0598,0.0446,0.091,0.1026,,,0.7802,0.7786,0.7802,중반,0,13.5296,22.7322,29.9351,22.2323,12.3933,-0.3228,-0.5879,0.3775,0.4426,8.0,6.0,1.0,0.0,-0.0261,-0.155,-0.0301,0.1788,3.2915,0.0876,0.0454,0,15,6.0,6,0,7,4,3,41.0,제외,False,False,False,,,순부채/EBITDA>3x;희석/SBC 과다,
AMD,,"Advanced Micro Devices, Inc.",Technology,Semiconductors,United States,USD,614.61,1003.3355,B,,"fPEG,Compress",106.7031,45.561,81.1283,39.4722,652.0806,0.9425,0.4317,0.4887,0.9324,0.4687,0.7312,153.2831,474.7742,96.8276,0.0001,0.0065,0.0878,0.1318,0.1321,,,0.1571,0.0507,0.0507,정점 근접,3,0.0,0.0,259.0838,64.771,13.1053,-0.8946,-1.0,0.0213,0.7977,26.0,5.0,50.0,0.684,0.014,0.1828,0.1784,2.8543,-0.9308,0.0178,0.0459,0,8,13.0,7,0,0,10,3,41.0,제외,False,False,False,,정점 근접,,
WINA,,Winmark Corporation,Consumer Cyclical,Specialty Retail,United States,USD,291.26,1.0463,,,Rev>Px,26.4301,23.8767,25.6165,23.3195,25.5574,11.3963,2.4239,4.651,0.0513,0.0338,0.0625,20.068,19.8021,27.3582,0.0401,0.0369,,0.0903,0.0926,,,0.6233,0.6499,0.6317,중반,0,122.729,184.0246,208.0572,174.7089,122.0183,-0.4002,-0.5786,0.4189,0.3016,24.0,4.0,1.0,0.0,-0.0303,-0.0303,-0.3035,-0.4204,0.6576,0.0062,0.0283,0,8,6.0,11,0,7,9,0,41.0,제외,False,False,False,,데이터 이상: 자본잠식,매출채권·재고 급증,자본잠식
